precedent_id,precedent_title,rtm_id,membership_role,criterion_status,closure_report_rtm,lifecycle_gate,acceptance_authority,authority,guardrail
VP-SAT-00,SAT governance and evidence controls,RTM-509,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-01,Operational transitions and sequence operability,RTM-510,CANONICAL_ANCHOR,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-01,Operational transitions and sequence operability,RTM-511,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-02,"Abnormal, LOOP, stress and safety response",RTM-512,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-02,"Abnormal, LOOP, stress and safety response",RTM-513,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-02,"Abnormal, LOOP, stress and safety response",RTM-514,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-03,WCS and QRB subsystem functional readiness,RTM-515,CANONICAL_ANCHOR,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-03,WCS and QRB subsystem functional readiness,RTM-516,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-02,"Abnormal, LOOP, stress and safety response",RTM-517,CANONICAL_ANCHOR,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-04,Cooling capacity and stable performance,RTM-518,CANONICAL_ANCHOR,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-04,Cooling capacity and stable performance,RTM-519,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-04,Cooling capacity and stable performance,RTM-520,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-04,Cooling capacity and stable performance,RTM-521,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-04,Cooling capacity and stable performance,RTM-522,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-04,Cooling capacity and stable performance,RTM-523,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-04,Cooling capacity and stable performance,RTM-524,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-04,Cooling capacity and stable performance,RTM-525,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-05,2 K operating envelope and controllability,RTM-526,CANONICAL_ANCHOR,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-05,2 K operating envelope and controllability,RTM-527,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-05,2 K operating envelope and controllability,RTM-528,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-05,2 K operating envelope and controllability,RTM-529,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-06,QPLANT Maximal Point characterization,RTM-530,CANONICAL_ANCHOR,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-07,"Process integrity, helium purity and QRB line performance",RTM-531,CANONICAL_ANCHOR,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-07,"Process integrity, helium purity and QRB line performance",RTM-532,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-07,"Process integrity, helium purity and QRB line performance",RTM-533,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-08,Rotating and compression equipment performance,RTM-534,CANONICAL_ANCHOR,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-08,Rotating and compression equipment performance,RTM-535,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-08,Rotating and compression equipment performance,RTM-536,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-08,Rotating and compression equipment performance,RTM-537,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-08,Rotating and compression equipment performance,RTM-538,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-09,"Storage, withdrawal, recovery and dewar filling",RTM-539,CANONICAL_ANCHOR,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-09,"Storage, withdrawal, recovery and dewar filling",RTM-540,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-09,"Storage, withdrawal, recovery and dewar filling",RTM-541,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-10,"Energy efficiency, invCOP and electrical measurement",RTM-542,CANONICAL_ANCHOR,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-10,"Energy efficiency, invCOP and electrical measurement",RTM-543,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-10,"Energy efficiency, invCOP and electrical measurement",RTM-544,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-11,Operating procedures and gas-treatment recovery,RTM-545,CANONICAL_ANCHOR,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-11,Operating procedures and gas-treatment recovery,RTM-546,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-11,Operating procedures and gas-treatment recovery,RTM-547,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-11,Operating procedures and gas-treatment recovery,RTM-548,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-11,Operating procedures and gas-treatment recovery,RTM-549,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-12,"QPS:CIS controls, interlocks, data and external interfaces",RTM-550,CANONICAL_ANCHOR,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-12,"QPS:CIS controls, interlocks, data and external interfaces",RTM-551,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-12,"QPS:CIS controls, interlocks, data and external interfaces",RTM-552,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-12,"QPS:CIS controls, interlocks, data and external interfaces",RTM-553,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-12,"QPS:CIS controls, interlocks, data and external interfaces",RTM-554,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-12,"QPS:CIS controls, interlocks, data and external interfaces",RTM-555,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
VP-SAT-12,"QPS:CIS controls, interlocks, data and external interfaces",RTM-556,MEMBER,MANDATORY_LEAF_ACCEPTANCE_CRITERION_PRESERVED,RTM-586,L6 -> M44 SAT Report Submission -> M45 Provisional Acceptance/Handover,RTM-624 / SCK CEN written acceptance,DERIVED_REVIEW_MEMBERSHIP_ZERO_AUTHORITY_DELTA,"Precedent membership does not merge, waive, score, rewrite or relax this RTM."
